soc_code,occupation,skill,importance,level
53-5022.00,Motorboat Operators,Science,1.5,0.5
53-5022.00,Motorboat Operators,Installation,1.0,0.0
53-5022.00,Motorboat Operators,Programming,1.0,0.0
53-5031.00,Ship Engineers,Critical Thinking,3.88,3.88
53-5031.00,Ship Engineers,Operations Monitoring,3.88,3.88
53-5031.00,Ship Engineers,Operation and Control,3.88,3.88
53-5031.00,Ship Engineers,Equipment Maintenance,3.75,3.75
53-5031.00,Ship Engineers,Troubleshooting,3.75,3.88
53-5031.00,Ship Engineers,Repairing,3.75,3.88
53-5031.00,Ship Engineers,Active Listening,3.62,3.5
53-5031.00,Ship Engineers,Monitoring,3.62,3.75
53-5031.00,Ship Engineers,Speaking,3.5,3.0
53-5031.00,Ship Engineers,Complex Problem Solving,3.38,3.38
53-5031.00,Ship Engineers,Active Learning,3.25,3.12
53-5031.00,Ship Engineers,Judgment and Decision Making,3.25,3.12
53-5031.00,Ship Engineers,Systems Analysis,3.25,3.12
53-5031.00,Ship Engineers,Reading Comprehension,3.12,3.38
53-5031.00,Ship Engineers,Quality Control Analysis,3.12,3.12
53-5031.00,Ship Engineers,Writing,3.0,3.0
53-5031.00,Ship Engineers,Coordination,3.0,3.0
53-5031.00,Ship Engineers,Equipment Selection,3.0,3.0
53-5031.00,Ship Engineers,Time Management,3.0,3.0
53-5031.00,Ship Engineers,Social Perceptiveness,2.88,3.0
53-5031.00,Ship Engineers,Management of Personnel Resources,2.88,3.12
53-5031.00,Ship Engineers,Learning Strategies,2.75,2.88
53-5031.00,Ship Engineers,Instructing,2.75,2.88
53-5031.00,Ship Engineers,Service Orientation,2.75,2.75
53-5031.00,Ship Engineers,Systems Evaluation,2.75,2.75
53-5031.00,Ship Engineers,Installation,2.5,2.88
53-5031.00,Ship Engineers,Mathematics,2.38,2.38
53-5031.00,Ship Engineers,Persuasion,2.0,2.0
53-5031.00,Ship Engineers,Negotiation,2.0,2.0
53-5031.00,Ship Engineers,Management of Material Resources,2.0,1.75
53-5031.00,Ship Engineers,Science,1.88,2.0
53-5031.00,Ship Engineers,Operations Analysis,1.75,1.25
53-5031.00,Ship Engineers,Management of Financial Resources,1.75,0.75
53-5031.00,Ship Engineers,Programming,1.62,0.62
53-5031.00,Ship Engineers,Technology Design,1.5,0.62
53-6011.00,Bridge and Lock Tenders,Monitoring,3.25,3.0
53-6011.00,Bridge and Lock Tenders,Active Listening,3.0,2.75
53-6011.00,Bridge and Lock Tenders,Speaking,3.0,2.88
53-6011.00,Bridge and Lock Tenders,Critical Thinking,3.0,3.0
53-6011.00,Bridge and Lock Tenders,Coordination,3.0,3.0
53-6011.00,Bridge and Lock Tenders,Operations Monitoring,3.0,3.0
53-6011.00,Bridge and Lock Tenders,Operation and Control,3.0,3.0
53-6011.00,Bridge and Lock Tenders,Judgment and Decision Making,3.0,2.62
53-6011.00,Bridge and Lock Tenders,Reading Comprehension,2.88,2.38
53-6011.00,Bridge and Lock Tenders,Writing,2.88,2.88
53-6011.00,Bridge and Lock Tenders,Service Orientation,2.88,2.62
53-6011.00,Bridge and Lock Tenders,Complex Problem Solving,2.88,2.75
53-6011.00,Bridge and Lock Tenders,Time Management,2.88,2.62
53-6011.00,Bridge and Lock Tenders,Instructing,2.75,2.62
53-6011.00,Bridge and Lock Tenders,Social Perceptiveness,2.62,2.25
53-6011.00,Bridge and Lock Tenders,Persuasion,2.62,2.25
53-6011.00,Bridge and Lock Tenders,Learning Strategies,2.5,2.12
53-6011.00,Bridge and Lock Tenders,Negotiation,2.5,2.12
53-6011.00,Bridge and Lock Tenders,Quality Control Analysis,2.5,2.25
53-6011.00,Bridge and Lock Tenders,Active Learning,2.38,2.12
53-6011.00,Bridge and Lock Tenders,Troubleshooting,2.38,2.0
53-6011.00,Bridge and Lock Tenders,Management of Personnel Resources,2.25,2.12
53-6011.00,Bridge and Lock Tenders,Mathematics,2.0,1.88
53-6011.00,Bridge and Lock Tenders,Systems Evaluation,2.0,1.5
53-6011.00,Bridge and Lock Tenders,Equipment Maintenance,1.75,1.38
53-6011.00,Bridge and Lock Tenders,Systems Analysis,1.75,1.0
53-6011.00,Bridge and Lock Tenders,Repairing,1.62,1.25
53-6011.00,Bridge and Lock Tenders,Equipment Selection,1.5,0.75
53-6011.00,Bridge and Lock Tenders,Science,1.12,0.25
53-6011.00,Bridge and Lock Tenders,Operations Analysis,1.12,0.12
53-6011.00,Bridge and Lock Tenders,Technology Design,1.12,0.12
53-6011.00,Bridge and Lock Tenders,Programming,1.12,0.12
53-6011.00,Bridge and Lock Tenders,Management of Material Resources,1.12,0.12
53-6011.00,Bridge and Lock Tenders,Installation,1.0,0.0
53-6011.00,Bridge and Lock Tenders,Management of Financial Resources,1.0,0.0
53-6021.00,Parking Attendants,Speaking,3.5,2.38
53-6021.00,Parking Attendants,Service Orientation,3.38,2.5
53-6021.00,Parking Attendants,Active Listening,3.25,2.75
53-6021.00,Parking Attendants,Social Perceptiveness,3.0,2.38
53-6021.00,Parking Attendants,Critical Thinking,2.88,2.75
53-6021.00,Parking Attendants,Writing,2.75,2.0
53-6021.00,Parking Attendants,Mathematics,2.75,2.25
53-6021.00,Parking Attendants,Monitoring,2.75,2.38
53-6021.00,Parking Attendants,Coordination,2.75,2.25
53-6021.00,Parking Attendants,Judgment and Decision Making,2.75,2.38
53-6021.00,Parking Attendants,Operation and Control,2.62,2.0
53-6021.00,Parking Attendants,Reading Comprehension,2.5,1.88
53-6021.00,Parking Attendants,Complex Problem Solving,2.5,2.12
53-6021.00,Parking Attendants,Negotiation,2.38,2.0
53-6021.00,Parking Attendants,Instructing,2.38,2.0
53-6021.00,Parking Attendants,Time Management,2.38,2.0
53-6021.00,Parking Attendants,Active Learning,2.25,1.75
53-6021.00,Parking Attendants,Persuasion,2.25,1.75
53-6021.00,Parking Attendants,Operations Monitoring,2.25,1.88
53-6021.00,Parking Attendants,Learning Strategies,2.12,2.0
53-6021.00,Parking Attendants,Management of Personnel Resources,2.12,1.75
53-6021.00,Parking Attendants,Systems Evaluation,2.0,1.75
53-6021.00,Parking Attendants,Systems Analysis,1.88,1.62
53-6021.00,Parking Attendants,Management of Material Resources,1.75,0.75
53-6021.00,Parking Attendants,Troubleshooting,1.62,0.88
53-6021.00,Parking Attendants,Quality Control Analysis,1.62,1.25
53-6021.00,Parking Attendants,Management of Financial Resources,1.62,0.75
53-6021.00,Parking Attendants,Equipment Maintenance,1.5,0.88
53-6021.00,Parking Attendants,Operations Analysis,1.25,0.25
53-6021.00,Parking Attendants,Equipment Selection,1.25,0.25
53-6021.00,Parking Attendants,Repairing,1.25,0.25
53-6021.00,Parking Attendants,Science,1.0,0.0
53-6021.00,Parking Attendants,Technology Design,1.0,0.0
53-6021.00,Parking Attendants,Installation,1.0,0.0
53-6021.00,Parking Attendants,Programming,1.0,0.0
53-6031.00,Automotive and Watercraft Service Attendants,Active Listening,3.12,2.75
53-6031.00,Automotive and Watercraft Service Attendants,Speaking,3.12,2.5
53-6031.00,Automotive and Watercraft Service Attendants,Service Orientation,3.12,3.0
53-6031.00,Automotive and Watercraft Service Attendants,Operation and Control,3.12,2.62
53-6031.00,Automotive and Watercraft Service Attendants,Time Management,3.12,2.38
53-6031.00,Automotive and Watercraft Service Attendants,Critical Thinking,3.0,2.88
53-6031.00,Automotive and Watercraft Service Attendants,Coordination,3.0,2.62
53-6031.00,Automotive and Watercraft Service Attendants,Complex Problem Solving,3.0,2.25
53-6031.00,Automotive and Watercraft Service Attendants,Equipment Maintenance,3.0,2.5
53-6031.00,Automotive and Watercraft Service Attendants,Repairing,3.0,2.88
53-6031.00,Automotive and Watercraft Service Attendants,Judgment and Decision Making,3.0,2.12
53-6031.00,Automotive and Watercraft Service Attendants,Social Perceptiveness,2.88,2.25
53-6031.00,Automotive and Watercraft Service Attendants,Reading Comprehension,2.75,2.5
53-6031.00,Automotive and Watercraft Service Attendants,Monitoring,2.75,2.38
53-6031.00,Automotive and Watercraft Service Attendants,Operations Monitoring,2.75,2.12
53-6031.00,Automotive and Watercraft Service Attendants,Writing,2.62,2.38
53-6031.00,Automotive and Watercraft Service Attendants,Persuasion,2.62,2.25
53-6031.00,Automotive and Watercraft Service Attendants,Negotiation,2.62,2.12
53-6031.00,Automotive and Watercraft Service Attendants,Quality Control Analysis,2.62,2.25
53-6031.00,Automotive and Watercraft Service Attendants,Active Learning,2.5,2.0
53-6031.00,Automotive and Watercraft Service Attendants,Troubleshooting,2.5,2.25
53-6031.00,Automotive and Watercraft Service Attendants,Mathematics,2.38,1.88
53-6031.00,Automotive and Watercraft Service Attendants,Equipment Selection,2.38,2.0
53-6031.00,Automotive and Watercraft Service Attendants,Learning Strategies,2.25,2.0
53-6031.00,Automotive and Watercraft Service Attendants,Instructing,2.25,2.0
53-6031.00,Automotive and Watercraft Service Attendants,Systems Analysis,2.12,2.0
53-6031.00,Automotive and Watercraft Service Attendants,Systems Evaluation,2.12,2.12
53-6031.00,Automotive and Watercraft Service Attendants,Management of Personnel Resources,2.12,2.0
53-6031.00,Automotive and Watercraft Service Attendants,Installation,2.0,1.38
53-6031.00,Automotive and Watercraft Service Attendants,Management of Financial Resources,1.88,1.12
53-6031.00,Automotive and Watercraft Service Attendants,Management of Material Resources,1.88,1.12
53-6031.00,Automotive and Watercraft Service Attendants,Technology Design,1.62,0.62
53-6031.00,Automotive and Watercraft Service Attendants,Science,1.38,0.38
53-6031.00,Automotive and Watercraft Service Attendants,Operations Analysis,1.25,0.25
53-6031.00,Automotive and Watercraft Service Attendants,Programming,1.12,0.12
53-6041.00,Traffic Technicians,Active Listening,3.62,3.62
53-6041.00,Traffic Technicians,Reading Comprehension,3.25,4.0
53-6041.00,Traffic Technicians,Speaking,3.25,3.38
53-6041.00,Traffic Technicians,Critical Thinking,3.25,3.5
53-6041.00,Traffic Technicians,Complex Problem Solving,3.25,3.62
53-6041.00,Traffic Technicians,Judgment and Decision Making,3.25,3.12
53-6041.00,Traffic Technicians,Writing,3.12,3.25
53-6041.00,Traffic Technicians,Monitoring,3.12,3.12
53-6041.00,Traffic Technicians,Active Learning,3.0,3.12
53-6041.00,Traffic Technicians,Social Perceptiveness,3.0,3.0
53-6041.00,Traffic Technicians,Coordination,3.0,3.0
53-6041.00,Traffic Technicians,Systems Analysis,3.0,3.5
53-6041.00,Traffic Technicians,Systems Evaluation,3.0,3.25
53-6041.00,Traffic Technicians,Time Management,3.0,3.12
53-6041.00,Traffic Technicians,Management of Personnel Resources,3.0,2.88
53-6041.00,Traffic Technicians,Mathematics,2.88,3.12
53-6041.00,Traffic Technicians,Persuasion,2.88,2.88
53-6041.00,Traffic Technicians,Instructing,2.88,2.88
53-6041.00,Traffic Technicians,Service Orientation,2.88,2.88
53-6041.00,Traffic Technicians,Operations Analysis,2.88,3.38
53-6041.00,Traffic Technicians,Operations Monitoring,2.88,2.75
53-6041.00,Traffic Technicians,Science,2.75,2.88
53-6041.00,Traffic Technicians,Negotiation,2.75,2.88
53-6041.00,Traffic Technicians,Operation and Control,2.75,2.75
53-6041.00,Traffic Technicians,Learning Strategies,2.62,2.88
53-6041.00,Traffic Technicians,Quality Control Analysis,2.38,2.5
53-6041.00,Traffic Technicians,Technology Design,2.12,1.38
53-6041.00,Traffic Technicians,Troubleshooting,2.12,2.0
53-6041.00,Traffic Technicians,Equipment Selection,2.0,1.25
53-6041.00,Traffic Technicians,Programming,2.0,1.25
53-6041.00,Traffic Technicians,Equipment Maintenance,2.0,1.0
53-6041.00,Traffic Technicians,Management of Financial Resources,2.0,1.12
53-6041.00,Traffic Technicians,Management of Material Resources,2.0,1.12
53-6041.00,Traffic Technicians,Repairing,1.88,1.0
53-6041.00,Traffic Technicians,Installation,1.12,0.12
53-6051.00,Transportation Inspectors,Reading Comprehension,3.62,3.62
53-6051.00,Transportation Inspectors,Writing,3.62,3.5
53-6051.00,Transportation Inspectors,Speaking,3.62,3.5
53-6051.00,Transportation Inspectors,Critical Thinking,3.62,3.5
53-6051.00,Transportation Inspectors,Active Listening,3.5,3.5
53-6051.00,Transportation Inspectors,Monitoring,3.38,3.38
53-6051.00,Transportation Inspectors,Time Management,3.38,3.12
53-6051.00,Transportation Inspectors,Judgment and Decision Making,3.25,3.25
53-6051.00,Transportation Inspectors,Social Perceptiveness,3.12,3.0
53-6051.00,Transportation Inspectors,Coordination,3.12,3.12
53-6051.00,Transportation Inspectors,Complex Problem Solving,3.12,3.25
53-6051.00,Transportation Inspectors,Systems Evaluation,3.0,2.88
53-6051.00,Transportation Inspectors,Systems Analysis,2.88,2.75
53-6051.00,Transportation Inspectors,Active Learning,2.75,2.75
53-6051.00,Transportation Inspectors,Instructing,2.75,2.62
53-6051.00,Transportation Inspectors,Operations Monitoring,2.75,2.62
53-6051.00,Transportation Inspectors,Quality Control Analysis,2.75,2.5
53-6051.00,Transportation Inspectors,Management of Personnel Resources,2.75,3.0
53-6051.00,Transportation Inspectors,Mathematics,2.62,2.62
53-6051.00,Transportation Inspectors,Learning Strategies,2.62,2.62
53-6051.00,Transportation Inspectors,Persuasion,2.62,2.62
53-6051.00,Transportation Inspectors,Service Orientation,2.62,2.88
53-6051.00,Transportation Inspectors,Negotiation,2.5,2.38
53-6051.00,Transportation Inspectors,Troubleshooting,2.5,1.75
53-6051.00,Transportation Inspectors,Operation and Control,2.25,2.38
53-6051.00,Transportation Inspectors,Management of Material Resources,2.12,1.88
53-6051.00,Transportation Inspectors,Management of Financial Resources,2.0,1.75
53-6051.00,Transportation Inspectors,Technology Design,1.75,0.75
53-6051.00,Transportation Inspectors,Programming,1.62,0.75
53-6051.00,Transportation Inspectors,Science,1.38,0.5
53-6051.00,Transportation Inspectors,Operations Analysis,1.25,0.38
53-6051.00,Transportation Inspectors,Equipment Selection,1.12,0.12
53-6051.00,Transportation Inspectors,Installation,1.0,0.0
53-6051.00,Transportation Inspectors,Equipment Maintenance,1.0,0.0
53-6051.00,Transportation Inspectors,Repairing,1.0,0.0
53-6051.01,Aviation Inspectors,Critical Thinking,4.0,4.0
53-6051.01,Aviation Inspectors,Reading Comprehension,3.88,3.38
53-6051.01,Aviation Inspectors,Active Listening,3.88,3.38
53-6051.01,Aviation Inspectors,Speaking,3.88,4.0
53-6051.01,Aviation Inspectors,Operations Monitoring,3.75,4.0
53-6051.01,Aviation Inspectors,Quality Control Analysis,3.75,3.75
53-6051.01,Aviation Inspectors,Writing,3.62,3.25
53-6051.01,Aviation Inspectors,Monitoring,3.38,3.38
53-6051.01,Aviation Inspectors,Complex Problem Solving,3.38,3.62
53-6051.01,Aviation Inspectors,Troubleshooting,3.25,3.25
53-6051.01,Aviation Inspectors,Judgment and Decision Making,3.25,3.38
53-6051.01,Aviation Inspectors,Time Management,3.25,3.25
53-6051.01,Aviation Inspectors,Active Learning,3.12,3.25
53-6051.01,Aviation Inspectors,Social Perceptiveness,3.0,3.0
53-6051.01,Aviation Inspectors,Service Orientation,3.0,3.0
53-6051.01,Aviation Inspectors,Operation and Control,3.0,3.12
53-6051.01,Aviation Inspectors,Systems Analysis,3.0,3.0
53-6051.01,Aviation Inspectors,Science,2.88,3.5
53-6051.01,Aviation Inspectors,Learning Strategies,2.88,3.0
53-6051.01,Aviation Inspectors,Coordination,2.88,3.0
53-6051.01,Aviation Inspectors,Persuasion,2.88,3.0
53-6051.01,Aviation Inspectors,Negotiation,2.88,2.88
53-6051.01,Aviation Inspectors,Instructing,2.88,3.12
53-6051.01,Aviation Inspectors,Equipment Maintenance,2.88,2.88
53-6051.01,Aviation Inspectors,Repairing,2.88,2.88
53-6051.01,Aviation Inspectors,Systems Evaluation,2.88,3.0
53-6051.01,Aviation Inspectors,Equipment Selection,2.75,2.62
53-6051.01,Aviation Inspectors,Management of Personnel Resources,2.75,2.88
53-6051.01,Aviation Inspectors,Operations Analysis,2.62,2.75
53-6051.01,Aviation Inspectors,Mathematics,2.25,2.38
53-6051.01,Aviation Inspectors,Management of Material Resources,1.75,0.88
53-6051.01,Aviation Inspectors,Technology Design,1.62,0.75
53-6051.01,Aviation Inspectors,Management of Financial Resources,1.5,0.75
53-6051.01,Aviation Inspectors,Programming,1.38,0.5
53-6051.01,Aviation Inspectors,Installation,1.0,0.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Quality Control Analysis,3.5,3.25
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Operations Monitoring,3.25,3.12
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Active Listening,3.12,2.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Reading Comprehension,3.0,3.12
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Speaking,3.0,2.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Critical Thinking,3.0,2.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Operation and Control,3.0,3.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Troubleshooting,3.0,2.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Monitoring,2.88,2.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Time Management,2.88,2.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Active Learning,2.75,2.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Social Perceptiveness,2.75,2.75
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Coordination,2.75,2.75
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Equipment Maintenance,2.75,2.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Judgment and Decision Making,2.75,2.5
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Writing,2.62,2.75
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Complex Problem Solving,2.62,2.25
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Repairing,2.62,2.62
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Science,2.38,2.38
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Service Orientation,2.38,2.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Persuasion,2.12,2.12
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Negotiation,2.12,1.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Instructing,2.12,2.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Mathematics,2.0,1.75
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Learning Strategies,2.0,1.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Equipment Selection,2.0,2.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Systems Evaluation,2.0,1.75
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Management of Personnel Resources,2.0,2.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Systems Analysis,1.75,1.5
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Operations Analysis,1.62,0.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Technology Design,1.62,0.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Management of Material Resources,1.38,0.38
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Management of Financial Resources,1.25,0.25
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Installation,1.12,0.25
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Programming,1.0,0.0
53-6061.00,Passenger Attendants,Service Orientation,3.88,3.75
53-6061.00,Passenger Attendants,Active Listening,3.75,3.25
53-6061.00,Passenger Attendants,Speaking,3.75,2.88
53-6061.00,Passenger Attendants,Social Perceptiveness,3.75,3.12
53-6061.00,Passenger Attendants,Monitoring,3.25,3.25
53-6061.00,Passenger Attendants,Reading Comprehension,3.0,2.88
53-6061.00,Passenger Attendants,Coordination,3.0,3.0
53-6061.00,Passenger Attendants,Persuasion,3.0,2.75
53-6061.00,Passenger Attendants,Critical Thinking,2.88,3.25
53-6061.00,Passenger Attendants,Negotiation,2.88,2.12
53-6061.00,Passenger Attendants,Active Learning,2.62,2.5
53-6061.00,Passenger Attendants,Complex Problem Solving,2.62,2.38
53-6061.00,Passenger Attendants,Judgment and Decision Making,2.62,2.25
53-6061.00,Passenger Attendants,Writing,2.5,2.38
53-6061.00,Passenger Attendants,Instructing,2.5,2.25
53-6061.00,Passenger Attendants,Operations Monitoring,2.5,2.38
53-6061.00,Passenger Attendants,Time Management,2.5,2.38
53-6061.00,Passenger Attendants,Operation and Control,2.38,1.75
53-6061.00,Passenger Attendants,Quality Control Analysis,2.25,2.0
53-6061.00,Passenger Attendants,Mathematics,2.12,1.38
53-6061.00,Passenger Attendants,Management of Personnel Resources,2.12,2.0
53-6061.00,Passenger Attendants,Troubleshooting,2.0,1.62
53-6061.00,Passenger Attendants,Systems Evaluation,2.0,1.75
53-6061.00,Passenger Attendants,Systems Analysis,1.88,1.5
53-6061.00,Passenger Attendants,Learning Strategies,1.62,1.5
53-6061.00,Passenger Attendants,Operations Analysis,1.38,0.38
53-6061.00,Passenger Attendants,Technology Design,1.38,0.38
53-6061.00,Passenger Attendants,Programming,1.38,0.38
53-6061.00,Passenger Attendants,Management of Financial Resources,1.38,0.38
53-6061.00,Passenger Attendants,Management of Material Resources,1.38,0.38
53-6061.00,Passenger Attendants,Science,1.0,0.0
53-6061.00,Passenger Attendants,Equipment Selection,1.0,0.0
53-6061.00,Passenger Attendants,Installation,1.0,0.0
53-6061.00,Passenger Attendants,Equipment Maintenance,1.0,0.0
53-6061.00,Passenger Attendants,Repairing,1.0,0.0
53-7011.00,Conveyor Operators and Tenders,Operations Monitoring,4.0,4.0
53-7011.00,Conveyor Operators and Tenders,Operation and Control,4.0,3.88
53-7011.00,Conveyor Operators and Tenders,Monitoring,3.38,3.12
53-7011.00,Conveyor Operators and Tenders,Active Listening,3.12,3.0
53-7011.00,Conveyor Operators and Tenders,Speaking,3.0,2.88
53-7011.00,Conveyor Operators and Tenders,Critical Thinking,3.0,2.88
53-7011.00,Conveyor Operators and Tenders,Complex Problem Solving,3.0,2.75
53-7011.00,Conveyor Operators and Tenders,Reading Comprehension,2.88,2.88
53-7011.00,Conveyor Operators and Tenders,Troubleshooting,2.88,2.75
53-7011.00,Conveyor Operators and Tenders,Quality Control Analysis,2.88,2.62
53-7011.00,Conveyor Operators and Tenders,Judgment and Decision Making,2.88,2.75
53-7011.00,Conveyor Operators and Tenders,Time Management,2.88,2.88
53-7011.00,Conveyor Operators and Tenders,Writing,2.75,2.75
53-7011.00,Conveyor Operators and Tenders,Active Learning,2.75,2.62
53-7011.00,Conveyor Operators and Tenders,Social Perceptiveness,2.75,2.62
53-7011.00,Conveyor Operators and Tenders,Instructing,2.75,2.75
53-7011.00,Conveyor Operators and Tenders,Service Orientation,2.75,2.25
53-7011.00,Conveyor Operators and Tenders,Systems Evaluation,2.75,2.5
53-7011.00,Conveyor Operators and Tenders,Coordination,2.62,2.88
53-7011.00,Conveyor Operators and Tenders,Equipment Maintenance,2.62,2.62
53-7011.00,Conveyor Operators and Tenders,Systems Analysis,2.62,2.62
53-7011.00,Conveyor Operators and Tenders,Persuasion,2.5,2.12
53-7011.00,Conveyor Operators and Tenders,Repairing,2.5,2.5
53-7011.00,Conveyor Operators and Tenders,Management of Personnel Resources,2.5,2.5
53-7011.00,Conveyor Operators and Tenders,Learning Strategies,2.12,2.0
53-7011.00,Conveyor Operators and Tenders,Negotiation,2.12,2.12
53-7011.00,Conveyor Operators and Tenders,Equipment Selection,2.12,1.88
53-7011.00,Conveyor Operators and Tenders,Mathematics,2.0,1.88
53-7011.00,Conveyor Operators and Tenders,Operations Analysis,2.0,1.75
53-7011.00,Conveyor Operators and Tenders,Technology Design,1.88,1.0
53-7011.00,Conveyor Operators and Tenders,Management of Material Resources,1.88,1.12
53-7011.00,Conveyor Operators and Tenders,Science,1.75,1.5
53-7011.00,Conveyor Operators and Tenders,Management of Financial Resources,1.38,0.38
53-7011.00,Conveyor Operators and Tenders,Programming,1.25,0.25
53-7011.00,Conveyor Operators and Tenders,Installation,1.0,0.0
53-7021.00,Crane and Tower Operators,Operation and Control,3.88,3.5
53-7021.00,Crane and Tower Operators,Operations Monitoring,3.75,3.25
53-7021.00,Crane and Tower Operators,Critical Thinking,3.25,3.0
53-7021.00,Crane and Tower Operators,Active Listening,3.12,3.0
53-7021.00,Crane and Tower Operators,Monitoring,3.12,3.0
53-7021.00,Crane and Tower Operators,Reading Comprehension,3.0,3.0
53-7021.00,Crane and Tower Operators,Speaking,3.0,2.88
53-7021.00,Crane and Tower Operators,Judgment and Decision Making,3.0,2.62
53-7021.00,Crane and Tower Operators,Time Management,3.0,2.88
53-7021.00,Crane and Tower Operators,Active Learning,2.88,2.38
53-7021.00,Crane and Tower Operators,Complex Problem Solving,2.88,2.25
53-7021.00,Crane and Tower Operators,Equipment Maintenance,2.88,2.88
53-7021.00,Crane and Tower Operators,Troubleshooting,2.88,3.0
53-7021.00,Crane and Tower Operators,Repairing,2.88,2.75
53-7021.00,Crane and Tower Operators,Coordination,2.75,3.0
53-7021.00,Crane and Tower Operators,Writing,2.62,2.38
53-7021.00,Crane and Tower Operators,Mathematics,2.62,2.12
53-7021.00,Crane and Tower Operators,Quality Control Analysis,2.62,2.88
53-7021.00,Crane and Tower Operators,Social Perceptiveness,2.5,2.0
53-7021.00,Crane and Tower Operators,Management of Personnel Resources,2.38,2.25
53-7021.00,Crane and Tower Operators,Learning Strategies,2.25,2.25
53-7021.00,Crane and Tower Operators,Persuasion,2.25,2.0
53-7021.00,Crane and Tower Operators,Instructing,2.25,2.25
53-7021.00,Crane and Tower Operators,Negotiation,2.12,2.0
53-7021.00,Crane and Tower Operators,Service Orientation,2.12,2.0
53-7021.00,Crane and Tower Operators,Systems Evaluation,2.12,2.0
53-7021.00,Crane and Tower Operators,Equipment Selection,2.0,2.0
53-7021.00,Crane and Tower Operators,Operations Analysis,1.88,1.12
53-7021.00,Crane and Tower Operators,Installation,1.62,0.88
53-7021.00,Crane and Tower Operators,Systems Analysis,1.62,1.12
53-7021.00,Crane and Tower Operators,Management of Material Resources,1.62,0.62
53-7021.00,Crane and Tower Operators,Management of Financial Resources,1.5,0.62
53-7021.00,Crane and Tower Operators,Technology Design,1.38,0.38
53-7021.00,Crane and Tower Operators,Science,1.12,0.12
53-7021.00,Crane and Tower Operators,Programming,1.0,0.0
53-7031.00,Dredge Operators,Operation and Control,3.75,3.25
53-7031.00,Dredge Operators,Operations Monitoring,3.5,3.62
53-7031.00,Dredge Operators,Critical Thinking,3.0,2.75
53-7031.00,Dredge Operators,Coordination,3.0,3.12
53-7031.00,Dredge Operators,Judgment and Decision Making,3.0,2.62
53-7031.00,Dredge Operators,Active Listening,2.88,2.38
53-7031.00,Dredge Operators,Speaking,2.88,2.25
53-7031.00,Dredge Operators,Monitoring,2.88,2.88
53-7031.00,Dredge Operators,Troubleshooting,2.88,2.62
53-7031.00,Dredge Operators,Social Perceptiveness,2.75,2.38
53-7031.00,Dredge Operators,Complex Problem Solving,2.75,2.5
53-7031.00,Dredge Operators,Equipment Selection,2.75,2.5
53-7031.00,Dredge Operators,Time Management,2.75,2.38
